id;ano_contratacao;titulo;objetivo;grupo_tematico;subgrupo_tematico;tipo_pesquisa;programa;instituicao;sigla_instituicao;uf_instituicao;valor_projeto;status;ano_previsao
48;2020;Avaliacao da obesidade como agravante a Covid-19 atraves da caracterizacao da resposta imune, polimorfismos genéticos e biomarcadores de prognostico em criancas e adultos;Avaliar a resposta imune e os polimorfismos genéticos associados à obesidade em indivíduos com e sem Covid-19, identificando fatores que podem influenciar o prognóstico e a letalidade da infecção.;Diagnóstico e Prognóstico;Fisiopatologia da Covid-19;Pesquisa Observacional;Sem programa vinculado;Universidade Federal de Minas Gerais;UFMG;MG;450000;Finalizado;2022
49;2020;Avaliação da operacionalização da prevenção e controle da Covid-19 pelos aspectos comportamentais no uso dos equipamentos de proteção individual - enfoque nos profissionais de saúde;Avaliar a operacionalização do uso de Equipamentos de Proteção Individual dos profissionais de saúde na prevenção e controle da Covid-19 nas instituições de nível secundário e terciário de um município da Região Centro-Oeste.;Prevenção;Outros estudos de prevenção;Pesquisa Observacional;Sem programa vinculado;Universidade Federal de Catalão;UFCAT;GO;39713;Finalizado;2023
50;2020;Avaliação de fatores clínicos, imunológicos e virológicos em pacientes infectados pelo novo coronavírus (SARS-CoV-2) de diferentes estados da região norte do brasil - Covid-19 Norte;Avaliar os fatores clínicos, imunológicos e virológicos em pacientes infectados pelo novo coronavírus (Sars-Cov-2) de diferentes estados da Região Norte do Brasil.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;Sem programa vinculado;Fundação Oswaldo Cruz;FIOCRUZ;PR;1077500;Finalizado;2022
51;2020;Avaliacao do cuidado de enfermagem a pacientes com Covid-19 em hospitais universitarios brasileiros;Avaliar o cuidado de enfermagem prestado a pacientes com Covid-19 em hospitais universitários brasileiros, sob a perspectiva de profissionais e pacientes, visando à melhoria da qualidade, segurança e efetividade da assistência no SUS.;Fortalecimento do SUS e Vigilância em Saúde;Sistemas e serviços de saúde;Pesquisa Observacional;Sem programa vinculado;Universidade Federal de Santa Catarina;UFSC;SC;385192;Finalizado;2022
52;2020;Avaliação do impacto da Covid-19 em profissionais da saúde: categorias de exposição, risco de infecção e impactos psicológicos;Avaliar a estratégia de testagem periódica nos profissionais assintomáticos da área a saúde (PAS) como ferramenta de controle e manejo da transmissão intra-hospitalar do vírus Sars-Cov-2 (entre PAS e pacientes) e  aspectos da saúde mental dos profissionais e evolução para estresse e síndrome de burnout.;Projetos Transversais;Impactos na Saúde Mental;Pesquisa Observacional;Sem programa vinculado;Pontifícia Universidade Católica de Campinas;PUC-CAMPINAS;SP;93000;Finalizado;2022
53;2020;Avaliação do impacto no aparelho respiratório a longo prazo no âmbito da Covid-19: um estudo de coorte.;Identificou as repercussões da doença sobre o aparelho respiratório e seu comportamento a longo prazo em pacientes diagnosticados com Covid-19 nas formas leve, moderada e grave.;Pós-covid;Condições Pós-Covid;Pesquisa Observacional;Sem programa vinculado;Universidade Federal de Santa Catarina;UFSC;SC;709000;Finalizado;2022
54;2020;Avaliação dos riscos de profissionais de saúde que cuidam de pessoas com Covid-19;Avaliar categorias de risco para Covid-19 em coortes de diferentes profissionais de saúde (médicos, enfermeiros, técnicos de enfermagem, fisioterapeutas) em relação ao grau de exposição e uso de equipamento de proteção individual (EPI), no período epidêmico e pós-epidêmico.;Fortalecimento do SUS e Vigilância em Saúde;Sistemas e serviços de saúde;Pesquisa Observacional;Sem programa vinculado;Universidade Federal do Ceará;UFC;CE;734400;Finalizado;2023
55;2020;Boas praticas sobre a Covid-19 no rio grande do norte, paraiba e ceara: traducao e elaboracao de materiais nos territorios;Promover a integração entre ciência, saberes locais e práticas comunitárias na construção de estratégias de autocuidado, cuidado coletivo e políticas públicas em saúde relacionadas à pandemia e pós-pandemia da Covid-19, por meio de processos de tradução cultural, educação popular e comunicação em saúde.;Prevenção;Outros estudos de prevenção;Pesquisa Não Clínica;Sem programa vinculado;Universidade Federal do Rio Grande do Norte;UFRN;RN;201100;Finalizado;2023
56;2020;Como melhorar a aderência (aceitabilidade e cumprimento) da população em geral às medidas não farmacológicas ou comunitárias de prevenção e controle da Covid-19 e outras síndromes respiratórias agudas graves: síntese de evidências para política;Analisar opções que subsidiem políticas informadas por evidências para melhorar a aderência (aceitabilidade e cumprimento) das medidas não farmacológicas comunitárias na prevenção e controle da Covid-19 e outras síndromes respiratórias agudas graves (SARS).;Prevenção;Outros estudos de prevenção;Sínteses de Evidências;Sem programa vinculado;Universidade de Sorocaba;UNISO;SP;50000;Finalizado;2021
57;2020;Complicações neuropsiquiátricas decorrentes da exposição pré-natal ao vírus SARS-CoV-2: atenção ao binômio mãe-bebê;Avaliar alterações neuropsiquiátricas em diferentes fases da vida da prole de mães infectadas com o vírus Sars-Cov-2 em períodos gestacionais distintos e mecanismos associados a estas alterações.;Pós-covid;Condições Pós-Covid;Pesquisa Observacional;Sem programa vinculado;Universidade Federal do Ceará;UFC;CE;1659400;Finalizado;2023
58;2020;Controle da propagação do vírus SARS-CoV-2 em canteiros de obras com base em ações de segurança e saúde do trabalho e planejamento e controle da produção baseado em localização;Desenvolver protocolos para controlar a propagação de Covid-19- 19 em canteiros de obras apoiado em medidas de Saúde e Segurança do Trabalho e Planejamento e Controle da Produção baseado em localização;Prevenção;Outros estudos de prevenção;Avaliação de Tecnologias em Saúde;Sem programa vinculado;Universidade Federal do Rio Grande do Sul;UFRGS;RS;332000;Finalizado;2022
59;2020;Coronavírus humanos: estudos de virologia aplicada sobre diagnóstico rápido, patogênese, prevenção e persistência de SARS-CoV-2;"Desenvolver pesquisas sobre Sars-Cov-2: patogênese e persistência em seres humanos e modelos animais; estudos pré-clínicos de intervenções para tratamento e prevenção; diagnóstico rápido; e ensaios de neutralização.";Diagnóstico e Prognóstico;Desenvolvimento de Testes;Pesquisa Pré-Clínica;Sem programa vinculado;Faculdade de Medicina de Ribeirão Preto;FMRP-USP;SP;720192;Finalizado;2022
60;2020;Covid-19 e o sistema de saúde brasileiro: análise de respostas em âmbito nacional, estadual e municipal;"Descrever como se caracteriza a resposta nacional do sistema de saúde brasileiro à Covid-19; identificar diferentes modos de organização da resposta em âmbito estadual e municipal; explorar experiências e práticas inovadoras selecionadas que tiveram bons resultados no controle da doença e ampliação da resiliência do sistema de saúde.";Fortalecimento do SUS e Vigilância em Saúde;Sistemas e serviços de saúde;Avaliações de Políticas;Sem programa vinculado;Fundação Getulio Vargas;FGV;RJ;191119;Finalizado;2022
61;2020;Covid-19: proposta de um modelo epidemiológico que incorpora estruturas de contatos sociais;Produziu indicadores epidemiológicos que permitam associar características epidemiológicas a diversos fatores sociométricos, estando estes vinculados às interações sociais em diversos contextos de socialização.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Outros;Sem programa vinculado;Universidade Federal de Minas Gerais;UFMG;MG;267000;Finalizado;2022
62;2020;Desenvolvimento de ferramentas de diagnóstico para SARS-CoV-2;Desenvolver ferramentas e dispositivos analíticos robustos com detecção colorimétrica ou eletroquímica utilizando materiais de baixo custo visando à detecção rápida de marcadores de contaminação por SARS-CoV-2, em campo, para diagnósticos na fase aguda da doença.;Diagnóstico e Prognóstico;Desenvolvimento de Testes;Pesquisa Pré-Clínica;Sem programa vinculado;Universidade Estadual de Campinas;UNICAMP;SP;1978084;Finalizado;2022
63;2020;Desenvolvimento de protocolos para reuso seguro de respiradores n95 e alternativa inovadora a partir de filtros químicos na proteção respiratória dos profissionais de saúde expostos à Covid-19;"Sugeriu protocolo de reúso de respiradores; monitorou o estado de conservação dos respiradores; estudou alternativa inovadora às máscaras N95 a partir de cartuchos químicos; desenvolveu metodologia que simule o sistema: respiração humana/proteção respiratória e estudou os efeitos da névoa ozonizada em respirador N95.";Prevenção;Outros estudos de prevenção;Avaliação de Tecnologias em Saúde;Sem programa vinculado;Universidade Federal de Pernambuco;UFPE;PE;453850;Finalizado;2023
64;2020;Desenvolvimento de teste rápido de detecção de partículas virais de SARS-CoV-2 enriquecidas por suporte funcionalizado com enzima conversora de angiotensina 2 (ECA2) e detecção por meio de fragmento de anticorpo para reconhecimento da espícula viral;Gerou fragmentos variáveis de anticorpos de cadeia única com alta afinidade frente ao domínio de ligação ao receptor da espícula do SARS-CoV-2 para aplicação em teste diagnóstico de Covid-19;Diagnóstico e Prognóstico;Desenvolvimento de Testes;Pesquisa Pré-Clínica;Sem programa vinculado;Universidade Estadual Paulista Júlio de Mesquita Filho;UNESP;SP;470800;Finalizado;2022
65;2020;Desenvolvimento de testes diagnósticos para o enfrentamento da Covid-19: estratégias de diferenciação de outras síndromes respiratórias agudas graves aplicadas ao SUS;Desenvolver metodologias inovadoras de baixo custo voltadas ao enfrentamento da Covid-19 e outras síndromes respiratórias agudas graves;Diagnóstico e Prognóstico;Desenvolvimento de Testes;Pesquisa Pré-Clínica;Sem programa vinculado;Universidade Estadual de Londrina;UEL;PR;931400;Finalizado;2022
66;2020;Desenvolvimento de testes moleculares rápidos e de baixo custo baseados em lamp para diagnóstico da Covid-19 no point-of-care;Desenvolver, otimizou e validou um teste molecular rápido baseado em amplificação isotérmica do ácido nucleico (LAMP) para o monitoramento do Covid-19;Diagnóstico e Prognóstico;Desenvolvimento de Testes;Pesquisa Pré-Clínica;Sem programa vinculado;Universidade Federal de Goiás;UFG;GO;322340;Finalizado;2023
67;2020;Desenvolvimento de uma vacina contra Covid-19 baseada em BCG recombinante expressando determinantes antigênicos das proteínas s e n de SARS-CoV-2;Desenvolver uma vacina de rBCG indutora de anticorpos neutralizantes contra proteínas do SARS-CoV-2.;Prevenção;Vacinas e Imunização;Pesquisa Pré-Clínica;Sem programa vinculado;Universidade Federal de Santa Catarina;UFSC;SC;1734800;Finalizado;2022
68;2020;Desenvolvimento de vacina de dna para Covid-19 usando nanopartículas lipídicas ionizáveis;Desenvolver e implementou uma plataforma de nanopartículas para a entrega segura e eficaz de DNA visando induzir diretamente APCs a expressar antígenos implicados no reconhecimento imune de SARS-CoV-2.;Prevenção;Vacinas e Imunização;Pesquisa Pré-Clínica;Sem programa vinculado;Universidade Federal de Minas Gerais;UFMG;MG;1305396;Finalizado;2022
69;2020;Desenvolvimento e validação de biomarcadores moleculares minimamente invasivos da infecção do sistema nervoso central por SARS-CoV-2;Investigar as manInstituto Federal do Espírito Santotações neurológicas associadas à Covid-19 e avaliar a presença do SARS-CoV-2 no Sistema Nervoso Central, com foco na detecção viral no líquido cefalorraquidiano (LCR) e no desenvolvimento de métodos minimamente invasivos de diagnóstico.;Diagnóstico e Prognóstico;Desenvolvimento de Testes;Pesquisa Pré-Clínica;Sem programa vinculado;Universidade Federal do Rio de Janeiro;UFRJ;RJ;1953219,49;Finalizado;2022
70;2020;Desenvolvimento pré-clínico de vacina vetorizada para SARS-CoV-2 baseada em genética reversa com o vírus da doença de newcastle (NDV);Gerou dois potenciais candidatos vacinais baseados no vírus da Doença de Newcastle (NDV), expressando o Domínio de ligação do receptor (RBD) da proteína S e a proteína N (Nucleocapsídeo) do vírus SARS-CoV-2, como principais antígenos, buscando candidatos vacinais alternativos que induzam imunidade robusta contra as atuais variantes;Prevenção;Vacinas e Imunização;Pesquisa Pré-Clínica;Sem programa vinculado;Universidade de São Paulo;USP;SP;334600;Finalizado;2023
71;2020;Desfechos clínicos e da funcionalidade respiratória e musculoesquelética de pacientes críticos com Covid-19 submetidos a diferentes métodos de ajuste da PEEP sob monitoração da tomografia de impedância elétrica;Comparou a evolução clínico-laboratorial e das funções respiratória e dos músculos periféricos em pacientes ventilados mecanicamente com Covid-19 submetidos ao ajuste da Pressão Positiva ao Final da Expiração (Peep) pela Tabela Ardsnet (controle) em relação a pacientes com Peep titulada pela driving pressure (DP) e pela Tomografia de impedância elétrica (TIE).;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Observacional;Sem programa vinculado;Universidade Federal de Pernambuco;UFPE;PE;237600;Finalizado;2022
72;2020;Determinação da acurácia de diferentes testes e dinâmica da transmissão e evolução da infecção por SARS-CoV-2 na população privada de liberdade;Avaliar a acurácia de diferentes tecnologias diagnósticas para Covid-19 e compreender a dinâmica da transmissão e evolução da infecção por SARS-CoV-2 em populações privadas de liberdade (PPL), a fim de subsidiar estratégias eficazes de controle da doença em presídios.;Prevenção;Outros estudos de prevenção;Avaliação de Tecnologias em Saúde;Sem programa vinculado;Universidade de Brasília;UNB;DF;918906;Finalizado;2022
73;2020;Educar e informar: a fotografia nos processos comunicacionais via instagram sobre o Covid-19;Investigar o papel da fotografia na construção discursiva e do conhecimento coletivo sobre a Covid-19 no Brasil e na Espanha, proporcionando, a partir dos resultados, a elaboração de um manual de uso da fotografia social no Instagram em situações de pandemia.;Projetos Transversais;Enfrentamento à desinformação em Saúde;Pesquisa Não Clínica;Sem programa vinculado;Universidade Estadual Paulista Júlio de Mesquita Filho;UNESP;SP;48688;Finalizado;2022
74;2020;Efeito da vacinação e revacinação por BCG na ocorrência e gravidade da Covid-19 no brasil;Avaliar a efetividade da vacinação e revacinação por BCG na ocorrência e gravidade da Covid-19 no Brasil.;Prevenção;Vacinas e Imunização;Pesquisa Clínica Intervencional (Fases I, II, III);Sem programa vinculado;Universidade Federal da Bahia;UFBA;BA;1193000;Finalizado;2022
75;2020;Efeitos da Covid-19 sobre agricultura familiar, alimento e água no vale do jequitinhonha mineiro;Coletar, analisar e disseminar informações sobre entraves e demandas ocasionadas pela Covid-19 sobre a agricultura familiar do Vale do Jequitinhonha mineiro;Fortalecimento do SUS e Vigilância em Saúde;Impactos Sociais e Econômicos;Pesquisa Observacional;Sem programa vinculado;Universidade Federal de Minas Gerais;UFMG;MG;81600;Finalizado;2023
76;2020;Efeitos e consequências da pandemia da Covid-19 entre profissionais de saúde;Analisar os efeitos físicos, psicológicos e sociais decorrentes do enfrentamento da pandemia da Covid-19, vivenciados pelos profissionais no contexto da assistência direta à saúde, bem como construir e validar materiais educativos audiovisuais para prevenção e controle;Fortalecimento do SUS e Vigilância em Saúde;Impactos Sociais e Econômicos;Pesquisa Observacional;Sem programa vinculado;Universidade de São Paulo;USP;SP;170092;Finalizado;2023
77;2020;Efetividade do acesso, atendimento clínico e acompanhamento das pessoas com Covid-19 e outras síndromes respiratórias agudas;Avaliar a efetividade do acesso, atendimento clínico e acompanhamento das pessoas que tiveram diagnóstico de Covid-19 e outras síndromes respiratórias agudas graves.;Fortalecimento do SUS e Vigilância em Saúde;Sistemas e serviços de saúde;Pesquisa Observacional;Sem programa vinculado;Universidade Federal do Ceará;UFC;CE;248839;Finalizado;2022
78;2020;Eficácia comparada da terapia cognitiva processual, do programa de promoção da saúde baseada em mindfulness e da psicologia positiva em atendimentos online aos portadores de transtorno de estresse pós-traumático decorrente do Covid-19: ensaio randomizado;Avaliar a eficácia de 3 terapias [Terapia Cognitiva Processual (TCP), Promoção da Saúde Baseada na Atenção Plena (MBHP) e Psicoterapia Positiva (PP)], em formato online, para pessoas que desenvolveram Transtorno de Estresse Pós-traumático (TEPT) decorrente do Covid-19, e comparou seus impactos na melhoria de sintomas como ansiedade, depressão e culpa, além de promover o bem-estar.;Projetos Transversais;Impactos na Saúde Mental;Avaliação de Tecnologias em Saúde;Sem programa vinculado;Universidade Federal de São Paulo;UNIFESP;SP;343000;Finalizado;2022
79;2020;Efetividade de intervenções educacionais na prevenção de infecções respiratórias: revisão sistemática;Determinar a efetividade das intervenções educacionais na prevenção de infecções  respiratórias de pessoas adultas e idosas.;Prevenção;Outros estudos de prevenção;Pesquisa Observacional;Sem programa vinculado;Universidade Federal de Pernambuco;UFPE;PE;46175;Finalizado;2022
80;2020;Elaboração de protocolo padronizado de avaliação para acompanhamento das manifestações neurológicas em pacientes com SARS-CoV-2;"Geral: Elaborar um protocolo padronizado de avaliação das manifestações neurológicas e verificar a evolução das mesmas durante 12 meses após diagnóstico de infecção por SARS-Cov-2. Específicos: a) Avaliar a função cognitiva e atividade cerebral de pacientes com SARS- Cov-2; b) Avaliar a função somatossensorial, olfatória e gustativa de pacientes com SARS-Cov-2; c) Avaliar a atividade elétrica muscular de pacientes com SARS-Cov-2; d) Avaliar os parâmetros espaço-temporais de marcha de pacientes com SARS-Cov-2; e) Avaliar o impacto na funcionalidade e qualidade de vida de pacientes com SARS-Cov-2.";Pós-covid;Condições Pós-Covid;Pesquisa Translacional;Sem programa vinculado;Universidade Federal do Triângulo Mineiro;UFTM;MG;88200;Finalizado;2022
81;2020;Enfrentamento da Covid-19 em saúde indígena xavante: avaliação de ações em saúde e de itinerários intersetoriais;Avaliar as ações de Enfrentamento ao Covid-19 na atenção à saúde indígena Xavante.;Fortalecimento do SUS e Vigilância em Saúde;Sistemas e serviços de saúde;Avaliações de Políticas;Sem programa vinculado;Universidade Federal de Mato Grosso;UFMT;MT;185927;Finalizado;2023
82;2020;Ensaio clínico randomizado para avaliar a efetividade da aplicação de um conjunto de intervenções não farmacológicas para Covid-19 em indivíduos privados de liberdade e agentes de segurança prisional;Avaliar a efetividade de intervenções não farmacológicas (INFs) da Covid-19 em indivíduos privados de liberdade e agentes de segurança prisional do estado de Goiás, Brasil Central;Tratamento;Terapias não medicamentosas;Pesquisa Clínica Intervencional (Fases I, II, III);Sem programa vinculado;Universidade Federal de Goiás;UFG;GO;453732;Finalizado;2023
83;2020;Epidemiologia baseada no monitoramento de esgoto sanitário como alternativa de detecção precoce de surtos virais;Desenvolver um método de baixo custo e rápida resposta, permitindo a criação de mapas georreferenciados e boletins informativos.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;Sem programa vinculado;Universidade Federal do ABC;UFABC;SP;521268;Finalizado;2022
84;2020;Epidemiologia e evolução da infecção pelo SARS-CoV-2 na população indígena do mato grosso do sul;Avaliar a porcentagem de infectados, taxa de letalidade e características imunológicas do SARS-CoV-2 na população indígena do Mato Grosso do Sul, promovendo ações para minimizar o impacto. Em paralelo, conduzimos um estudo molecular com sequenciamento de cepas, associando dados genômicos aos desfechos clínicos;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;Sem programa vinculado;Universidade Federal da Grande Dourados;UFGD;MS;881711,5;Finalizado;2023
85;2020;Estratégias da gestão municipal no combate ao Covid-19 na atenção primária: estudo em minas gerais;Analisar as atividades realizadas na Atenção Primária em Saúde (APS) pelos gestores municipais em Minas Gerais.;Fortalecimento do SUS e Vigilância em Saúde;Sistemas e serviços de saúde;Avaliações de Políticas;Sem programa vinculado;Universidade Federal de São João del-Rei;UFSJ;MG;30190;Finalizado;2023
86;2020;Estratégias para melhorar o conhecimento público, conscientização e confiança nas medidas de prevenção e controle da Covid-19 e outras síndromes respiratórias agudas graves: uma revisão sistemática de método misto;Identificou as estratégias mais efetivas para melhorar aceitabilidade, adesão cumprimento, conhecimentos, atitudes e práticas (CAP), a conscientização e a credibilidade pública quanto à Covid-19 e a outras síndromes respiratórias agudas graves (SARS), bem como os fatores relacionados aos indicadores de resultado;Prevenção;Outros estudos de prevenção;Pesquisa Observacional;Sem programa vinculado;Universidade Estadual Paulista Júlio de Mesquita Filho;UNESP;SP;42600;Finalizado;2021
87;2020;Estudo aberto, prospectivo, randomizado, controlado e adaptativo na segurança e eficácia do tratamento com inibidor de IL-6 verSUS inibidor de IL-17 verSUS baixas doses de IL-2 verSUS tratamento padrão em pacientes hospitalizados com manifestações graves de Covid-19;Avaliar novos fármacos que pudessem alterar a história natural da doença, especialmente nos indivíduos mais vulneráveis.;Tratamento;Medicamentos;Avaliações de Políticas;Sem programa vinculado;Universidade de São Paulo;USP;SP;3347400;Finalizado;2022
88;2020;Estudo brasileiro de pacientes com doenc?as inflamato?rias cro?nicas imunomediadas infectados pelo novo coronavírus 2019 (severe acute respiratory syndrome coronavírus 2 - SARS-CoV-2): reumacov brasil;Avaliar a evolução de pacientes com doenças reumáticas imunomediadas (DRIM), infectados por Sars-Cov-2 e descreveu o curso da infecção nesses pacientes, bem como o impacto na atividade de doença e a influência de características da DRIM e/ ou de seu tratamento com os medicamentos modificadores do curso da doença MMCD (sintéticos, alvo específicos e biológicos) sobre o curso da infecção.;Diagnóstico e Prognóstico;Fisiopatologia da Covid-19;Pesquisa Observacional;Sem programa vinculado;Hospital das Clínicas da Universidade Federal de Pernambuco;HC-UFPE;PE;502562,2;Finalizado;2022
89;2020;Estudo da história natural e efeitos adversos da epidemia de Covid-19 na saúde da população de um grande centro urbano;"Identificou os efeitos da pandemia de Covid-19 na saúde física e mental dos indivíduos; estimou a soroprevalência da infecção por SARS-CoV-2 em diferentes estratos sociais da população de uma cidade brasileira de médio porte; e verificou a sua relação com as condições de vida e aspectos psicossociais";Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;Sem programa vinculado;Universidade Federal da Bahia;UFBA;BA;668900;Finalizado;2022
90;2020;Estudo da variabilidade de co-infecção em pacientes com SARS-CoV-2 e de seus efeitos sobre os diferentes desfechos clínicos da doença;Investigar como a microbiota respiratória influencia a progressão clínica da Covid-19, explorando detalhadamente sua diversidade, composição e funções metabólicas por meio de abordagens multi-ômicas avançadas e integrando informações sobre coinfecções com outros patógenos;Diagnóstico e Prognóstico;Fisiopatologia da Covid-19;Pesquisa Observacional;Sem programa vinculado;Sociedade Beneficente Israelita Brasileira Hospital Albert Einstein;SBIBAE;SP;1861068;Finalizado;2022
91;2020;Estudo de prevalência, de vigilância epidemiológica e de biomarcadores da infecção por SARS-CoV-2 em áreas urbana e indígena no estado do pará;Descreveu a frequência do Sars-Cov-2, os aspectos epidemiológicos de risco para a exposição ao vírus entre comunidades de diferentes estratos populacionais localizados no Estado do Pará (Brasil) e a correlação dos marcadores virais e epidemiológicos com marcadores da resposta imunológica e inflamatória.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;Sem programa vinculado;Universidade Federal do Pará;UFPA;PA;1740000;Finalizado;2022
92;2020;Estudo fase iib para avaliar eficacia e seguranca de succinato sodico de metilprednisolona injetavel no tratamento de pacientes com sinais de srag, no ambito do novo coronavírus: um ensaio clínico, duplo-cego, randomizado, controlado com placebo;Avaliar a eficácia da Metilprednisolona (MP), comparado ao tratamento com placebo, na prevenção da morte em pacientes internados em um centro público de referência para o manejo de pacientes com Covid-19 em Manaus.;Tratamento;Medicamentos;Pesquisa Clínica Intervencional (Fases I, II, III);Sem programa vinculado;Fundação de Medicina Tropical Heitor Vieira Dourado;FMTHVD;AM;2441600;Finalizado;2022
93;2020;Estudo multicêntrico de infecção respiratória aguda grave durante a pandemia de Covid-19 em pacientes internados em unidades de terapia intensiva pediátricas brasileiras;Descreveu o perfil de detecção viral e as características clínicas de pacientes pediátricos que desenvolveram infecção respiratória aguda grave durante a pandemia de 2020 pelo novo coronavírus.;Diagnóstico e Prognóstico;Fisiopatologia da Covid-19;Pesquisa Observacional;Sem programa vinculado;Instituto D'Or de Pesquisa e Ensino;IDOR;SP;413745,95;Finalizado;2022
94;2020;Estudo multicêntrico para a vigilância de SARS-CoV-2 em animais de companhia com interface à saúde única (petcovid-19 study): coorte prospectiva de mamíferos domiciliados para avaliação de risco de transmissão zooantroponótica no brasil;"Realizou o diagnóstico laboratorial e monitoramento da infecção em cães e gatos de tutores positivos para Covid-19; analisar os fatores associados à infecção nos animais positivos de forma multicêntrica; e elucidar aspectos relacionados com a infecção do Sars-Cov-2 em animais de companhia na relação humano-animal no Brasi";Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;Sem programa vinculado;Universidade Federal do Paraná;UFPR;PR;597781;Finalizado;2022
95;2020;Estudo multinacional sobre a prática de uso de máscara facial entre o público em geral durante a pandemia da Covid-19;Avaliar a prática do uso de máscara facial entre adultos no Brasil durante a pandemia da Covid-19;Prevenção;Outros estudos de prevenção;Pesquisa Observacional;Sem programa vinculado;Universidade Federal Fluminense;UFF;RJ;148000;Finalizado;2023
96;2020;Estudo prospectivo e multicêntrico dos fatores preditivos de mortalidade hospitalar e carga de doença da sindrome respiratoria aguda grave;Identificar os fatores preditivos independentes da mortalidade hospitalar e longo prazo por SRAG de diferentes etiologias.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;Sem programa vinculado;Universidade do Extremo Sul Catarinense;UNESC;SC;1774680;Finalizado;2023
97;2020;"Evolução tardia (maior ou igual a 3 meses) da função ventricular em pacientes infectados por Covid-19 com acometimento miocardico agudo: avaliação clínica, laboratorial e por imagem;";Avaliar a evolução clínica e funcional do coração em pacientes com Covid-19 que desenvolveram injúria miocárdica aguda sem obstrução coronária, tanto na fase hospitalar quanto no seguimento tardio (? 3 meses após a alta).;Diagnóstico e Prognóstico;Fisiopatologia da Covid-19;Pesquisa Observacional;Sem programa vinculado;Fundação Adib Jatene;FAJ;SP;216427;Finalizado;2022
98;2020;Fatores associados ao absenteísmo de profissionais da saúde diretamente envolvidos no enfrentamento da pandemia de Covid-19 e consequências para o sistema de saúde: revisão sistemática;Forneceu dados que contribuíssem com a base de evidências dos vestígios físicos, mentais e psicossociais deixados pela pandemia da Covid-19 em profissionais de saúde.;Fortalecimento do SUS e Vigilância em Saúde;Sistemas e serviços de saúde;Sínteses de Evidências;Sem programa vinculado;Universidade Federal do Amazonas;UFAM;AM;35699,8;Finalizado;2021
99;2020;Ferramentas simples para diagnóstico e prognóstico da Covid-19 no SUS utilizando sintomas e saturação de oxigênio;Desenvolver escores simples de diagnóstico e prognóstico para apoio na triagem dos pacientes com sintomas respiratórios e para orientar o prognóstico de pacientes com Covid-19.;Diagnóstico e Prognóstico;Desenvolvimento de Testes;Pesquisa Translacional;Sem programa vinculado;Fundação Oswaldo Cruz;FIOCRUZ;PR;586647;Finalizado;2022
100;2020;Heparinas: interações com SARS-CoV-2 e atividades anticoagulantes, antivirais e anti-inflamatórias para tratamento da Covid-19;Explorou a atividade antiviral de preparações de heparinas desenvolvidas pelo grupo de pesquisa utilizando células Vero-E6 e células pulmonares humanas.;Tratamento;Medicamentos;Pesquisa Pré-Clínica;Sem programa vinculado;Universidade Federal do Rio de Janeiro;UFRJ;RJ;1461600;Finalizado;2022
101;2020;Identificação de SARS-CoV-2 em corpos d’água e esgoto como ferramenta para estimativa de contágio por Covid-19 da população;Caracterizou, no esgoto e em diferentes corpos d’água, a presença e a concentração do Sars-Cov-2, utilizando os resultados como uma ferramenta complementar à testagem da população para avaliar o seu nível de contaminação;Fortalecimento do SUS e Vigilância em Saúde;Vigilância Genômica;Pesquisa Translacional;Sem programa vinculado;Serviço Nacional de Aprendizagem Industrial;SENAI;DF;1455548;Finalizado;2023
102;2020;Impacto da monitorizacao remota da oximetria e frequência cardíaca em pacientes internados em isolamento por Covid-19;Criar um sistema simples e prontamente disponível para monitorar a SPO2 em pacientes internados na enfermaria e testar sua viabilidade.;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Translacional;Sem programa vinculado;Universidade de São Paulo;USP;SP;54000;Finalizado;2022
103;2020;Impacto da pandemia de Covid-19 na saúde mental de crianças e adolescentes: fatores de risco e proteção;Avaliar a saúde mental de crianças e adolescentes durante o período da pandemia de Covid-19.;Projetos Transversais;Impactos na Saúde Mental;Pesquisa Observacional;Sem programa vinculado;Universidade Federal de Minas Gerais;UFMG;MG;408000;Finalizado;2022
104;2020;Impacto da Covid-19 na gestação, parto e puerpério: scoping review;Analisar as evidências disponíveis na literatura acerca da temática “infecção pelo coronavírus (Covid-19)” entre gestantes e puérperas e transmissão vertical.;Tratamento;Manejo Clínico pacientes com COVID-19;Sínteses de Evidências;Sem programa vinculado;Universidade Federal do Triângulo Mineiro;UFTM;MG;17192,52;Finalizado;2021
